名稱,緯度,經度,類別,城市,區域,說明,座標精度,Google Maps
JUMP SHOP 福岡店,33.5900206,130.4111575,動漫,福岡,博多區・中洲,"海賊王・鬼滅之刃・咒術迴戰／少年 JUMP 官方商品／與 Sanrio Gallery 同一層
集英社少年 JUMP 官方店，海賊王、鬼滅、咒術、排球少年的官方商品都在這裡，是福岡最集中的少年漫畫商品點。
在運河城博多 OPA B1F，與 Sanrio Gallery 同一層、走 20 秒。⚠️ 另一家在ららぽーと福岡 3F（跟 ν 鋼彈同一棟），兩家不必都去。約 10:00–21:00。
營業：10:00–21:00
建議停留：30 分",google,https://www.google.com/maps/search/?api=1&query=JUMP%20SHOP%20%E7%A6%8F%E5%B2%A1%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
ONE PIECE 麦わらストア 福岡店,33.590796,130.398607,動漫,福岡,中央區・天神,"航海王官方商店／草帽商店限定商品／福岡PARCO 本館7F
ONE PIECE 官方專門店；福岡PARCO 官方頁確認位於本館 7F，與蠟筆小新官方店、BANDAI 官方扭蛋店同樓層。
福岡PARCO 官方頁確認：本館7F、10:00–20:30、電話 092-235-7428。與天神PARCO角色店群同層順路。
營業：10:00–20:30
建議停留：20–30 分",official,https://www.google.com/maps/search/?api=1&query=ONE%20PIECE%20%E9%BA%A6%E3%82%8F%E3%82%89%E3%82%B9%E3%83%88%E3%82%A2%20%E7%A6%8F%E5%B2%A1%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
Sanrio Gallery 運河城博多店,33.58976,130.411229,動漫,福岡,博多區・中洲,"Sanrio Gallery キャナルシティ博多店
福岡最大的三麗鷗店／限定商品與扭蛋／與 JUMP SHOP 同一層
福岡規模最大的三麗鷗直營店，在運河城博多的 OPA センターウォーク北側 B1F。⭐ 關鍵是 JUMP SHOP 福岡店就在同一層，一次逛完三麗鷗＋少年 JUMP 兩家。
博多運河城 OPA センターウォーク北側 B1F，走到商場內即可，零繞路。約 10:00–21:00。
營業：10:00–21:00
建議停留：30–40 分",google,https://www.google.com/maps/search/?api=1&query=Sanrio%20Gallery%20%E3%82%AD%E3%83%A3%E3%83%8A%E3%83%AB%E3%82%B7%E3%83%86%E3%82%A3%E5%8D%9A%E5%A4%9A%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2
ちいかわらんど 福岡パルコ店,33.590796,130.398607,動漫,福岡,中央區・天神,"吉伊卡哇官方常設店／福岡PARCO店／角色商品
Chiikawaland 官方頁列有「福岡パルコ店」。若仍在福岡PARCO 同館營業，與天神角色店群零繞路。
⚠️ Chiikawaland 官方頁可確認福岡パルコ店存在，但本次以 PARCO 店鋪清單未抓到樓層；出發前再確認樓層與整理券／入場規則。若仍在福岡PARCO，與本館 7–8F 角色店群順路。
營業：依福岡PARCO／官方公告
建議停留：20–30 分",official-approx,https://www.google.com/maps/search/?api=1&query=%E3%81%A1%E3%81%84%E3%81%8B%E3%82%8F%E3%82%89%E3%82%93%E3%81%A9%20%E7%A6%8F%E5%B2%A1%E3%83%91%E3%83%AB%E3%82%B3%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
どんぐりの森 太宰府店,33.5195059,130.5331411,動漫,福岡,太宰府市・參道,"吉卜力商品／角色雜貨
太宰府參道上的吉卜力商品店，Google 4.5★／102 則；喜歡吉卜力才順逛。
不是稀有到需要專程前往，控制在 10–15 分。
營業：10:00–18:00
建議停留：10–15 分",google,https://www.google.com/maps/search/?api=1&query=%E3%81%A9%E3%82%93%E3%81%90%E3%82%8A%E3%81%AE%E6%A3%AE%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%BA%97%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82%E3%83%BB%E5%8F%83%E9%81%93
まんだらけ 福岡店,33.5901747,130.3937289,動漫,福岡,中央區・大名,"二手・絕版動漫商品／老玩具與模型／同人與賽璐璐畫
中野本店同一集團的九州店，賣的是  沒有的東西——絕版玩具、老模型、賽璐璐畫。4.2★、3,309 則評論，是天神一帶評價最高的動漫店。
在天神隔一條的大名（グランドビル 1F），從福岡PARCO 步行約 5 分。約 12:00–20:00。⚠️ 是二手店，價格與品項每天不同，想找特定東西不一定有。
營業：12:00–20:00
建議停留：30–45 分",google,https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%82%93%E3%81%A0%E3%82%89%E3%81%91%20%E7%A6%8F%E5%B2%A1%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A7%E5%90%8D
クレヨンしんちゃんオフィシャルショップ アクションデパート,33.590796,130.398607,動漫,福岡,中央區・天神,"蠟筆小新官方常設店／九州初常設店／福岡PARCO 本館7F
福岡PARCO 官方頁確認為「九州初となる常設オフィシャルショップ」，以野原一家常去的アクションデパート為概念。
福岡PARCO 官方頁確認：本館7F、全館 10:00–20:30、電話 092-235-7279。與草帽商店同層。
營業：10:00–20:30
建議停留：20–30 分",official,https://www.google.com/maps/search/?api=1&query=%E3%82%AF%E3%83%AC%E3%83%A8%E3%83%B3%E3%81%97%E3%82%93%E3%81%A1%E3%82%83%E3%82%93%E3%82%AA%E3%83%95%E3%82%A3%E3%82%B7%E3%83%A3%E3%83%AB%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%20%E3%82%A2%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%87%E3%83%91%E3%83%BC%E3%83%88%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
三麗鷗 博多阪急店,33.5893859,130.4200143,動漫,福岡,博多區・博多站,"サンリオ 博多阪急店
凱蒂貓與酷洛米商品／百貨內專櫃
博多站內博多阪急 7F 的三麗鷗專櫃，位置最方便——回程日在站內買伴手禮時順手就逛到。
⚠️ 是百貨專櫃、規模小（Google 評論常提到「很小一櫃」），要買齊建議去天神地下街店或運河城的 Sanrio Gallery。約 10:00–20:00。
營業：10:00–20:00
建議停留：15–20 分",google,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%20%E5%8D%9A%E5%A4%9A%E9%98%AA%E6%80%A5%E5%BA%97%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
三麗鷗 天神地下街店,33.5914372,130.3986175,動漫,福岡,中央區・天神,"サンリオ 天神地下街店
凱蒂貓・酷洛米・美樂蒂／地下街店・不用出地面
天神地下街裡的三麗鷗店，2025/9 才重新開幕。行程已經排了兩次天神地下街，這家完全零繞路，而且 2 月天神地面很冷，地下街最舒服。
⚠️ 在地下街「東 2 番街 304 号」，位置偏後段，Google 評論有人反映定位跟實際入口有落差，進地下街後看指標找「東 2 番街」。約 10:00–20:00。
營業：10:00–20:00
建議停留：20–30 分",google,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%20%E5%A4%A9%E7%A5%9E%E5%9C%B0%E4%B8%8B%E8%A1%97%E5%BA%97%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
三麗鷗角色夢幻樂園,33.5950969,130.3637518,動漫,福岡,中央區・地行濱,"サンリオキャラクターズ ドリーミングパーク
三麗鷗室內主題設施／拍照打卡空間／限定商品店
2023 年開幕的三麗鷗室內主題設施，在福岡巨蛋旁的 BOSS E・ZO FUKUOKA 7F。是九州除了大分ハーモニーランド 以外唯一的三麗鷗「樂園型」設施，而且全室內，2 月天氣差也不受影響。
⚠️⚠️ 平日 11:00 才開（Google Places 實查 2026-08-22：週一～週五 11:00–19:00、週六日 10:00–19:00）——整棟 BOSS E・ZO FUKUOKA 平日都是 11:00 開，先前記的「約 10:00–19:00」是錯的。⚠️ 位置在地行濱（福岡PayPayドーム 旁），地鐵唐人町站步行約 12 分，不在博多／天神步行圈——要專程去一趟。入場需付費（E・ZO 單館券），出發前上 e-zofukuoka.com 確認當日營業與票價（有不定休）。
營業：平日 11:00–19:00／週六日 10:00–19:00（Google Places 實查 2026-08-22）
建議停留：1.5–2 小時",google,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%AA%E3%82%AA%E3%82%AD%E3%83%A3%E3%83%A9%E3%82%AF%E3%82%BF%E3%83%BC%E3%82%BA%20%E3%83%89%E3%83%AA%E3%83%BC%E3%83%9F%E3%83%B3%E3%82%B0%E3%83%91%E3%83%BC%E3%82%AF%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%9C%B0%E8%A1%8C%E6%BF%B1
實物大 ν 鋼彈立像,33.5657052,130.4412874,動漫,福岡,博多區・那珂（ららぽーと福岡）,"実物大νガンダム立像
24.8m 實物大 RX-93ff ν 鋼彈／免費、24 小時可看／夜間點燈與演出
⭐ 全九州最強的動漫地標：24.8 公尺高的實物大 ν 鋼彈立像，全世界唯一一座。4.6★、15,176 則評論——福岡動漫類評價最高的地點，而且完全免費、24 小時都在。
在ららぽーと福岡（博多區那珂 6-23-1）。⚠️ 不在博多站步行圈：JR 鹿兒島本線博多→竹下 1 站約 3 分＋步行 9 分，或博多巴士總站搭西鐵巴士約 20 分直達。同棟還有ガンダムパーク福岡（1F）與 JUMP SHOP ららぽーと店（3F）。晚上有點燈與音樂演出，冬天天黑得早，17:30 後來看夜版最值得。
價位：免費
營業：24 小時（立像本體）
建議停留：30 分（單看立像）／2 小時（含鋼彈公園）",google,https://www.google.com/maps/search/?api=1&query=%E5%AE%9F%E7%89%A9%E5%A4%A7%CE%BD%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E7%AB%8B%E5%83%8F%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E9%82%A3%E7%8F%82%EF%BC%88%E3%82%89%E3%82%89%E3%81%BD%E3%83%BC%E3%81%A8%E7%A6%8F%E5%B2%A1%EF%BC%89
寶可夢中心 福岡,33.5890033,130.4192564,動漫,福岡,博多區・博多站,"ポケモンセンターフクオカ
九州唯一的官方寶可夢中心／福岡限定商品／巨大皮卡丘與拍照點
九州唯一一家官方 Pokémon Center，就在博多站旁的博多マルイ 8F——從 JR 博多站走過去約 3 分鐘，是整趟行程裡最不用繞路的寶可夢點。
⚠️ 不在 AMU PLAZA，是隔一棟的「博多マルイ（KITTE 博多）8F」——很多人會走錯。約 10:00–21:00，與博多阪急同一個街區，回程日買伴手禮時一起收掉最順。
營業：10:00–21:00
建議停留：30–45 分",google,https://www.google.com/maps/search/?api=1&query=%E3%83%9D%E3%82%B1%E3%83%A2%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%95%E3%82%AF%E3%82%AA%E3%82%AB%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E5%8D%9A%E5%A4%9A%E7%AB%99
福岡麵包超人兒童博物館,33.5951049,130.4058425,動漫,福岡,博多區・中洲川端,"福岡アンパンマンこどもミュージアムinモール
麵包超人室內遊戲區／每日舞台演出／限定商品與果醬爺爺麵包工房
博多リバレインモール 5–6F 的麵包超人博物館，全室內。中洲川端站直通，是雨天／冷天的室內備案。
⚠️ 客群是學齡前小孩，成人動漫迷的滿足度不高（門票約 ¥2,000、含 1 份紀念品）。約 10:00–17:00。行程沒有排——列在這裡是因為它就在 2/3 與 2/12 的中洲動線上，臨時想去 20 分鐘內到得了。
門票：約 ¥2,000（含紀念品）
營業：10:00–17:00
建議停留：2–3 小時",google,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E3%82%A2%E3%83%B3%E3%83%91%E3%83%B3%E3%83%9E%E3%83%B3%E3%81%93%E3%81%A9%E3%82%82%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0in%E3%83%A2%E3%83%BC%E3%83%AB%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E4%B8%AD%E6%B4%B2%E5%B7%9D%E7%AB%AF
鋼彈公園福岡,33.5650059,130.4414037,動漫,福岡,博多區・那珂（ららぽーと福岡）,"ガンダムパーク福岡
GUNDAM SIDE-F（鋼彈模型旗艦店）／VS PARK 體感遊戲／namco 遊戲區
ν 鋼彈立像同一棟 1F 的鋼彈綜合設施，GUNDAM SIDE-F 是九州最大的鋼彈模型店（4.4★），限定鋼普拉與福岡限定盒繪都在這裡。
與實物大 ν 鋼彈立像同棟（ららぽーと福岡 1F），約 10:00–21:00。⚠️ 商店免費入場，體感遊戲區（VS PARK 等）另收費。
營業：10:00–21:00
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E3%83%91%E3%83%BC%E3%82%AF%E7%A6%8F%E5%B2%A1%20%E5%8D%9A%E5%A4%9A%E5%8D%80%E3%83%BB%E9%82%A3%E7%8F%82%EF%BC%88%E3%82%89%E3%82%89%E3%81%BD%E3%83%BC%E3%81%A8%E7%A6%8F%E5%B2%A1%EF%BC%89
ミッフィー・ワンダースクエア,33.0844669,129.788091,動漫,長崎,佐世保市・豪斯登堡,"豪斯登堡限定 Miffy／角色周邊／季節商品
豪斯登堡的 Miffy 主題區，Google 4.3★／45 則；荷蘭主題與角色的結合比一般商品店更有地方性。
🔁 D3 已買由布院限定 Miffy；這裡只看豪斯登堡／季節限定款。Google 未提供固定營業時間，依園區當日公告。
建議停留：20–30 分",google,https://www.google.com/maps/search/?api=1&query=%E3%83%9F%E3%83%83%E3%83%95%E3%82%A3%E3%83%BC%E3%83%BB%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%20%E4%BD%90%E4%B8%96%E4%BF%9D%E5%B8%82%E3%83%BB%E8%B1%AA%E6%96%AF%E7%99%BB%E5%A0%A1
