名稱,緯度,經度,類別,城市,區域,說明,座標精度,Google Maps
門司港復古區,33.946204,130.96301,景點,北九州,北九州市,"門司港レトロ
大正時代洋館群／跳ね橋（藍翼門司橋）／關門海峽展望
大正時代作為國際貿易港留下的洋館群，整區維持復古街景，可以看關門海峽對岸的下關。
全區平地，步行即可；冬天海邊風大。
價位：免費（各館另計）
建議停留：2–3 小時",google,https://www.google.com/maps/search/?api=1&query=%E9%96%80%E5%8F%B8%E6%B8%AF%E3%83%AC%E3%83%88%E3%83%AD%20%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82
門司港站,33.945132,130.961474,景點,北九州,北九州市,"門司港駅
1914 年新文藝復興樣式站舍（重要文化財）／復原的大正時代候車室
日本唯一被指定為重要文化財的車站建築，2019 年完成復原工程，本身就是景點。
站前就是門司港復古區，各景點步行都在 10 分內。
價位：免費
建議停留：30 分",overpass,https://www.google.com/maps/search/?api=1&query=%E9%96%80%E5%8F%B8%E6%B8%AF%E9%A7%85%20%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82
關門海峽人行海底隧道,33.963604,130.958998,景點,北九州,北九州市・門司,"関門トンネル人道
走路穿越海底到本州／福岡縣／山口縣縣界標記／兩端各有紀念章
海面下 58 m 的人行隧道，全長 780 m、走完約 15 分——用走的從九州跨到本州，是門司港最特別也最便宜的體驗。全程平路（兩端有電梯）。
⚠️ 一般 06:00–22:00，行人免費（自行車 ¥20）。冬季開放時段與電梯檢修請出發前自查。門司港側入口在和布刈公園附近，離門司港復古區約 2 km，要搭巴士或計程車。
價位：免費
建議停留：40 分（單程走完再折返）",nominatim,https://www.google.com/maps/search/?api=1&query=%E9%96%A2%E9%96%80%E3%83%88%E3%83%B3%E3%83%8D%E3%83%AB%E4%BA%BA%E9%81%93%20%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82%E3%83%BB%E9%96%80%E5%8F%B8
關門海峽博物館,33.943797,130.956786,景點,北九州,北九州市,"関門海峡ミュージアム
海峽歷史立體劇場／復原的大正街道「海峽復古通」／展望台
用大型展示講關門海峽的歷史，館內的復原街道是雨天最好的備案。
門票：約 ¥500
營業：09:00–17:00
建議停留：1–1.5 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E9%96%A2%E9%96%80%E6%B5%B7%E5%B3%A1%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%20%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82
COMICO ART MUSEUM YUFUIN,33.266,131.361,景點,大分,由布市,"隈研吾設計／村上隆・杉本博司作品／完全預約制
隈研吾設計的美術館，收藏村上隆、奈良美智等當代作品，建築本身就值得看。
⚠️ 完全預約制（官網預約，線上訂便宜 ¥200），約 ¥2,000 起。休館日為「隔週水曜」且會臨時休館——2/9 是週二正常開館，但仍請出發前對官網預約日曆確認。由布院駅步行約 15 分。
門票：約 ¥2,000 起
營業：09:30–17:00（最終入館 16:00）
建議停留：1–1.5 小時",approx,https://www.google.com/maps/search/?api=1&query=COMICO%20ART%20MUSEUM%20YUFUIN%20%E7%94%B1%E5%B8%83%E5%B8%82
九重「夢」大吊橋,33.172776,131.225559,景點,大分,玖珠郡九重町,"九重“夢”大吊橋
日本最高的步行專用吊橋（高 173m、長 390m），走完約 30 分且全程平路、不用爬山。
⚠️ 由布院搭巴士約 1 小時且班次極少、JR 不可達，實務上要包車或計程車。冬天橋面可能結冰封閉，出發前查官網。
門票：¥500
建議停留：1 小時",google,https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E9%87%8D%E2%80%9C%E5%A4%A2%E2%80%9D%E5%A4%A7%E5%90%8A%E6%A9%8B%20%E7%8E%96%E7%8F%A0%E9%83%A1%E4%B9%9D%E9%87%8D%E7%94%BA
佛山寺,33.263572,131.369711,景點,大分,由布市,"仏山寺
茅草屋頂山門／由布院最古寺院／庭園
由布院最古老的寺院，茅草屋頂的山門很有味道，就在金鱗湖往宇奈岐日女神社的路上。
免費；境內為平地與短緩坡。
價位：免費
建議停留：20 分",google,https://www.google.com/maps/search/?api=1&query=%E4%BB%8F%E5%B1%B1%E5%AF%BA%20%E7%94%B1%E5%B8%83%E5%B8%82
別府マスジド,33.291617,131.503035,景點,大分,別府市,"⚠️ 這是離湯布院最近的清真寺（由布院搭 JR 約 1 小時）。立命館亞洲太平洋大學（APU）在別府，所以別府的穆斯林設施反而比大分其他地方齊全。
⚠️ 本趟不排別府，列在這裡是因為——湯布院本身沒有清真餐廳，最近的清真選項都在別府。
清真：礼拝所",google,https://www.google.com/maps/search/?api=1&query=%E5%88%A5%E5%BA%9C%E3%83%9E%E3%82%B9%E3%82%B8%E3%83%89%20%E5%88%A5%E5%BA%9C%E5%B8%82
城島高原（塚原高原一帶）,33.264487,131.426856,景點,大分,別府市・城島,"城島高原パーク
由布院北側的高原地帶，冬天看得到由布岳雪景；塚原高原就在同一片高原上。
⚠️ 需要車（JR 到不了）。座標是城島高原パーク，塚原高原在其西側一帶。
建議停留：2–3 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E5%9F%8E%E5%B3%B6%E9%AB%98%E5%8E%9F%E3%83%91%E3%83%BC%E3%82%AF%20%E5%88%A5%E5%BA%9C%E5%B8%82%E3%83%BB%E5%9F%8E%E5%B3%B6
宇奈岐日女神社,33.256858,131.365493,景點,大分,由布市,"由布院的總鎮守／杉木參道／颱風倒木遺跡
由布院盆地的總鎮守，杉木參道很安靜，是湯之坪人潮之外的另一個面向。
由布院駅步行約 20 分（平路）；免費。
價位：免費
建議停留：30 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E5%AE%87%E5%A5%88%E5%B2%90%E6%97%A5%E5%A5%B3%E7%A5%9E%E7%A4%BE%20%E7%94%B1%E5%B8%83%E5%B8%82
日田 豆田町,33.327262,130.936598,景點,大分,日田市,"重要傳統建造物群保存地區／江戶時代天領商家街／日田天領水・清酒老鋪
江戶幕府直轄「天領」的商人町，整區保留江戶到明治的町家建築，是九州保存最完整的老街之一。由布院搭 JR 久大本線約 1 小時，JR Pass 範圍內。
JR 日田站步行約 12 分；全區平地。多數店 09:00–17:00，週三部分休。可順嚐日田燒麵（日田焼きそば）。
價位：免費（各館另計）
建議停留：2.5–3 小時",google,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E7%94%B0%20%E8%B1%86%E7%94%B0%E7%94%BA%20%E6%97%A5%E7%94%B0%E5%B8%82
由布岳展望（由布院盆地）,33.28589,131.429406,景點,大分,由布市,"由布岳 展望
由布岳雙峰／冬季雪冠／由布見通り正對山景
由布院的背景山，海拔 1,583 公尺，冬天山頂會積雪。⚠️ 本趟不登山——只從由布見通り與盆地平地看與拍。
登山口在正面登山口方向，來回 4 小時以上，完全不排。
價位：免費
建議停留：20 分（純觀景）",google,https://www.google.com/maps/search/?api=1&query=%E7%94%B1%E5%B8%83%E5%B2%B3%20%E5%B1%95%E6%9C%9B%20%E7%94%B1%E5%B8%83%E5%B8%82
空想之森 アルテジオ,33.27573,131.36847,景點,大分,由布市,"空想の森 アルテジオ
音樂主題美術館／巧克力店 Theomurata／山莊無量塔經營
山莊無量塔經營的小美術館，主題是「音樂與美術」，同一區有巧克力專門店與咖啡。氣氛極安靜。
約 ¥1,000；由布院駅開車約 10 分（旅館多可安排接送），走路較遠。
門票：約 ¥1,000
營業：10:00–17:00
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E7%A9%BA%E6%83%B3%E3%81%AE%E6%A3%AE%20%E3%82%A2%E3%83%AB%E3%83%86%E3%82%B8%E3%82%AA%20%E7%94%B1%E5%B8%83%E5%B8%82
金鱗湖,33.266664,131.369027,景點,大分,由布市,"冬季晨霧／湖畔散步／下ん湯（湖畔共同浴場）
由布院的象徵。湖底有溫泉湧出，冬天清晨水氣蒸騰起霧是最有名的畫面，也是住在當地才看得到的東西。
由布院駅步行約 25 分（全程平路，沿湯之坪街道）。晨霧要 7–8 點到；湖畔的「下ん湯」是 ¥300 的共同浴場（混浴，要有心理準備）。
價位：免費
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E9%87%91%E9%B1%97%E6%B9%96%20%E7%94%B1%E5%B8%83%E5%B8%82
くまモンスクエア（熊本熊部長辦公室）,32.801851,130.71244,景點,熊本,熊本市・上通,"くまモンスクエア
熊本熊登場表演／限定周邊／拍照
熊本熊的「部長辦公室」，一天數場登場表演，是上下通商店街逛街時零繞路的一站。鶴屋百貨東館 1F。
⚠️ 表演時刻表每月不同、且熊本熊常出差不在——出發前一定要上 kumamon-sq.jp 查當日場次。週六場次通常較多。免費入場。
價位：免費
建議停留：40 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E3%81%8F%E3%81%BE%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%20%E7%86%8A%E6%9C%AC%E5%B8%82%E3%83%BB%E4%B8%8A%E9%80%9A
熊本城,32.806186,130.705833,景點,熊本,熊本市,"天守閣（已復原，有電梯）／特別見學通路／宇土櫓
日本三名城之一，2016 年地震後天守閣已完成復原並重新開放，內部有電梯不用爬樓梯。
部分區域仍在修復中，以特別見學通路（空中步道）參觀；約 ¥800。
門票：約 ¥800
營業：09:00–17:00
建議停留：2 小時",google,https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E5%9F%8E%20%E7%86%8A%E6%9C%AC%E5%B8%82
草千里ヶ浜（阿蘇）,32.881466,131.053547,景點,熊本,阿蘇郡南阿蘇村,"草千里ヶ浜
阿蘇火山口下的高原草原，是阿蘇最具代表性的風景。
⚠️ 本次未排：2 月可能積雪、需要爬升，且火口常因火山氣體管制封閉。要去得包車或參加巴士團。
建議停留：1 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E8%8D%89%E5%8D%83%E9%87%8C%E3%83%B6%E6%B5%9C%20%E9%98%BF%E8%98%87%E9%83%A1%E5%8D%97%E9%98%BF%E8%98%87%E6%9D%91
阿蘇山火口,32.882702,131.09474,景點,熊本,阿蘇郡南阿蘇村,"阿蘇山
世界最大級的火山口地形，可近距離看中岳火口。
⚠️ 火山氣體濃度與警戒等級隨時管制入場，冬天又常積雪——本次沒排就是因為這個不確定性。",nominatim,https://www.google.com/maps/search/?api=1&query=%E9%98%BF%E8%98%87%E5%B1%B1%20%E9%98%BF%E8%98%87%E9%83%A1%E5%8D%97%E9%98%BF%E8%98%87%E6%9D%91
ACROS 福岡 禮拜室,33.591488,130.402445,景點,福岡,中央區・天神,"福岡県国際交流センター 礼拝スペース 3F アクロス福岡
天神中央公園旁的 ACROS 福岡 3 樓，福岡縣國際交流中心設有開放給所有訪客的禮拜空間——天神逛街時最方便的一處。
⚠️ 開放時間依中心營業時間。
清真：礼拝所",nominatim,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E7%9C%8C%E5%9B%BD%E9%9A%9B%E4%BA%A4%E6%B5%81%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E7%A4%BC%E6%8B%9D%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%203F%20%E3%82%A2%E3%82%AF%E3%83%AD%E3%82%B9%E7%A6%8F%E5%B2%A1%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%A4%A9%E7%A5%9E
teamLab Forest 福岡,33.595037,130.363773,景點,福岡,中央區・地行濱,"チームラボフォレスト 福岡
互動數位藝術／捕捉與收集森林／運動森林
BOSS E・ZO FUKUOKA 5F 的 teamLab 常設館，和 7F 的三麗鷗樂園同一棟——一次上樓解決兩個點，零移動。
⚠️ BOSS E・ZO 全館不定休，時間也會隨活動調整——出發前務必上 e-zofukuoka.com 查當日營業與購票。約 35–60 分看完。
價位：約 ¥2,400
建議停留：45 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E3%83%81%E3%83%BC%E3%83%A0%E3%83%A9%E3%83%9C%E3%83%95%E3%82%A9%E3%83%AC%E3%82%B9%E3%83%88%20%E7%A6%8F%E5%B2%A1%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E5%9C%B0%E8%A1%8C%E6%BF%B1
マリンワールド海の中道,33.661407,130.36335,景點,福岡,東區・海之中道,"九州近海主題水族館／海豚與海獅表演／全景大水槽
以「九州的海」為主題的水族館，玄界灘大水槽與海豚表演是招牌，背景直接看博多灣。全室內為主，冬天也舒服。
⚠️ 12–2 月縮短為 10:00–17:00（平常 9:30–17:30），且入館至閉館前 1 小時——2 月真正的入館截止是 16:00（官網 marine-world.jp/guide/hours 查證）。2027 年休館日為 1/18–1/21。
價位：約 ¥2,500
建議停留：2.5 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E3%83%9E%E3%83%AA%E3%83%B3%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E6%B5%B7%E3%81%AE%E4%B8%AD%E9%81%93%20%E6%9D%B1%E5%8D%80%E3%83%BB%E6%B5%B7%E4%B9%8B%E4%B8%AD%E9%81%93
ヤシの木ブランコ,33.629023,130.226851,景點,福岡,西區・小田,"椰子樹鞦韆／天空鈴鐺之梯／沙灘打卡
ざうお本店前沙灘上的椰子樹鞦韆與天空之梯，糸島最紅的打卡點之一。
座標是沙灘上的「ざうお BBQ ガーデン」——鞦韆就在這片海灘上。行政區屬福岡市西區小田（糸島海線的起點），不是糸島市。假日排隊拍照；冬天海風很大，注意保暖。
福岡県福岡市西区小田79-6
營業：週一–週日 11:00–21:00
建議停留：20–30 分",google,https://www.google.com/maps/search/?api=1&query=%E3%83%A4%E3%82%B7%E3%81%AE%E6%9C%A8%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3%20%E8%A5%BF%E5%8D%80%E3%83%BB%E5%B0%8F%E7%94%B0
丸田池公園,33.559056,130.195612,景點,福岡,糸島市・前原西,"親水綠地／筑前前原站旁
筑前前原站旁的親水公園，逛完前原商店街散步用。
福岡県糸島市前原西1-4-4
營業：週一–週日 24 小時
建議停留：20–30 分",google,https://www.google.com/maps/search/?api=1&query=%E4%B8%B8%E7%94%B0%E6%B1%A0%E5%85%AC%E5%9C%92%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E5%89%8D%E5%8E%9F%E8%A5%BF
久保田クリニック,33.63122,130.224309,景點,福岡,西區・小田,"葉祥榮設計／現代建築巡禮
建築家葉祥榮設計的診所，建築迷的巡禮點。
⚠️ 是營業中的診所，不是觀光設施——只在外面看，不要進去也不要影響病患。
福岡県福岡市西区小田51-1 久保田クリニック
建議停留：15 分",google,https://www.google.com/maps/search/?api=1&query=%E4%B9%85%E4%BF%9D%E7%94%B0%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E8%A5%BF%E5%8D%80%E3%83%BB%E5%B0%8F%E7%94%B0
九州國立博物館,33.518219,130.538463,景點,福岡,太宰府市,"九州国立博物館
亞洲交流史常設展／文化交流展示室
日本第四座國立博物館，主題是日本與亞洲的交流史。與天滿宮之間有電扶梯隧道連通，不用爬坡。
週一休館（遇假日順延）；常設展約 ¥700。
門票：常設展 ¥700
營業：09:30–17:00（週一休）
建議停留：1.5–2 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E5%B7%9E%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
住吉神社,33.585754,130.413435,景點,福岡,博多區,"住吉神社 福岡
日本三大住吉之一／現存最古的住吉造本殿（重要文化財）／古代力士像
全國 2,000 多座住吉神社的最初起源，本殿是現存最古的住吉造。就在博多站步行圈內，是一個很安靜的空檔選項。
博多站步行約 12 分；免費。
價位：免費
建議停留：30 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E4%BD%8F%E5%90%89%E7%A5%9E%E7%A4%BE%20%E7%A6%8F%E5%B2%A1%20%E5%8D%9A%E5%A4%9A%E5%8D%80
南藏院（釋迦涅槃像）,33.619838,130.572978,景點,福岡,糟屋郡篠栗町,"南蔵院
全長 41m 青銅臥佛（世界最大級）／七福神トンネル／不動明王
世界最大級的青銅釋迦涅槃像，全長 41 公尺、比自由女神還長。JR 城戶南藏院前站下車就到。
博多搭 JR 篠栗線約 25 分，車站步行 3 分——JR Pass 範圍內，是很容易加進來的半日行程。免費，境內有緩坡但無登山。
價位：免費
營業：07:00–16:30
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E8%94%B5%E9%99%A2%20%E7%B3%9F%E5%B1%8B%E9%83%A1%E7%AF%A0%E6%A0%97%E7%94%BA
大濠公園,33.589824,130.375132,景點,福岡,中央區,"環湖步道 2km 平路／日本庭園／湖畔星巴克
福岡城外濠改成的市民公園，與福岡城跡相連，平地散步看水鳥。
日本庭園 ¥250、週一休；冬天湖風冷。
價位：免費（日本庭園 ¥250）
建議停留：1 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E6%BF%A0%E5%85%AC%E5%9C%92%20%E4%B8%AD%E5%A4%AE%E5%8D%80
太宰府天滿宮,33.52137,130.534824,景點,福岡,太宰府市,"太宰府天満宮
約 200 種 6000 株梅花／御神木 飛梅／樓門與本殿
學問之神菅原道真的總本宮，也是九州最有名的賞梅地；境內梅花 1 月下旬開、2 月中旬見頃。
2/10 屬早咲到中咲交界，飛梅與八重寒紅先開。本殿整修期間為假殿參拜，出發前看官方開花情報。
價位：免費
營業：06:30–18:30（季節調整）
建議停留：1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%A4%A9%E6%BA%80%E5%AE%AE%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
寶滿宮 竈門神社,33.528838,130.552531,景點,福岡,太宰府市,"宝満宮竈門神社
結緣神社／設計事務所改建的現代授所／四季景觀
太宰府近郊的結緣神社，因名字聯想而爆紅；下宮在平地即可參拜。
上宮在寶滿山頂需登山 2 小時——本趟只到下宮，不上山。天滿宮搭巴士約 10 分。
價位：免費
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E5%AE%9D%E6%BA%80%E5%AE%AE%E7%AB%88%E9%96%80%E7%A5%9E%E7%A4%BE%20%E5%A4%AA%E5%AE%B0%E5%BA%9C%E5%B8%82
御花（立花氏庭園）,33.158256,130.398272,景點,福岡,柳川市,"柳川藩主立花邸 御花
松濤園（國家名勝）／西洋館／鰻魚料理與住宿
柳川藩主立花家的宅邸，松濤園是國家指定名勝，館內可吃鰻魚蒸籠飯。
門票：約 ¥1,000
營業：10:00–16:00
建議停留：1–1.5 小時
食べログ 3.42",google,https://www.google.com/maps/search/?api=1&query=%E6%9F%B3%E5%B7%9D%E8%97%A9%E4%B8%BB%E7%AB%8B%E8%8A%B1%E9%82%B8%20%E5%BE%A1%E8%8A%B1%20%E6%9F%B3%E5%B7%9D%E5%B8%82
東長寺,33.595169,130.413907,景點,福岡,博多區,"福岡大佛（日本最大木造坐佛）／五重塔／地獄極樂巡禮
空海在日本開創的第一座密教寺院，木造大佛高 10.8 公尺，在櫛田神社步行圈內。
大佛殿內禁止攝影；地獄極樂通道很暗要小心腳步。
價位：免費（大佛拜觀 ¥50）
營業：09:00–17:00
建議停留：30–40 分",overpass,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E9%95%B7%E5%AF%BA%20%E5%8D%9A%E5%A4%9A%E5%8D%80
柳川川下り 松月乘船場,33.167152,130.415402,景點,福岡,柳川市,"柳川川下り 松月乗船場
こたつ舟（冬季限定暖桌遊船）／船夫民謠／水鄉城下町水路
「水鄉柳川」的招牌行程。11 月下旬至 2 月下旬的こたつ舟在船上放暖桌，蓋著棉被遊河是只有冬天才有的體驗。
全程約 70 分、約 ¥1,900；西鐵柳川駅步行約 5 分或搭接駁巴士。假日建議先訂。
價位：約 ¥1,900
營業：09:00–16:00（季節調整）
建議停留：70 分",google,https://www.google.com/maps/search/?api=1&query=%E6%9F%B3%E5%B7%9D%E5%B7%9D%E4%B8%8B%E3%82%8A%20%E6%9D%BE%E6%9C%88%E4%B9%97%E8%88%B9%E5%A0%B4%20%E6%9F%B3%E5%B7%9D%E5%B8%82
櫻井二見浦,33.640495,130.19648,景點,福岡,糸島市,"桜井二見ヶ浦
海中白鳥居與夫婦岩／日本の夕陽百選
糸島海岸線的地標，白色鳥居立在海中，是糸島最出名的拍照點。
無鐵路直達，需自駕或計程車；冬天海風極強。
價位：免費
建議停留：30 分",google,https://www.google.com/maps/search/?api=1&query=%E6%A1%9C%E4%BA%95%E4%BA%8C%E8%A6%8B%E3%83%B6%E6%B5%A6%20%E7%B3%B8%E5%B3%B6%E5%B8%82
櫻井神社（糸島）,33.628159,130.191942,景點,福岡,糸島市・志摩櫻井,"櫻井神社
古木參天／與二見浦同線
歷史悠久、古木參天的神社；桜井二見ヶ浦 夫婦岩是它的社外攝社，兩者本來是一組。
與已在清單裡的「櫻井二見浦」一起排最順。
福岡県糸島市志摩桜井4227
營業：週一–週日 24 小時
建議停留：30 分",google,https://www.google.com/maps/search/?api=1&query=%E6%AB%BB%E4%BA%95%E7%A5%9E%E7%A4%BE%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E5%BF%97%E6%91%A9%E6%AB%BB%E4%BA%95
海之中道海濱公園,33.664279,130.3616,景點,福岡,東區,"海の中道海浜公園
2 月水仙／梅園／動物之森
2 月開水仙與梅花的大型海濱公園，JR 香椎線可達，適合當備選的戶外行程。
園區約 300 公頃很大，建議租自行車；冬天海風強。
門票：約 ¥450
營業：09:30–17:30
建議停留：2–3 小時",google,https://www.google.com/maps/search/?api=1&query=%E6%B5%B7%E3%81%AE%E4%B8%AD%E9%81%93%E6%B5%B7%E6%B5%9C%E5%85%AC%E5%9C%92%20%E6%9D%B1%E5%8D%80
